StateAbbr,CountyName,CountyFIPS,Obesity_2023,Obesity_2030
TN,Weakley,47183,35.7,38.3379318
TX,Schleicher,48413,37.4,40.1635476
CA,Santa Barbara,6083,28.6,30.7133011
ND,Pembina,38067,38.3,41.13005008
MT,Roosevelt,30085,40.6,43.60000087
CO,Morgan,8087,28.3,30.39113361
NH,Strafford,33017,31.5,33.82758688
GA,Gilmer,13123,35.4,38.0157643
PA,Sullivan,42113,35.7,38.3379318
NM,Otero,35035,33.7,36.1901485
MO,Buchanan,29021,38.3,41.13005008
AL,St. Clair,1115,39.7,42.63349838
WA,Walla Walla,53071,32.6,35.00886769
CT,Windham,9015,35.3,37.90837514
MN,Mille Lacs,27095,39.7,42.63349838
NC,Person,37145,39.5,42.41872005
AK,Hoonah-Angoon,2105,39.2,42.09655256
NY,Schenectady,36093,35.7,38.3379318
NJ,Camden,34007,31,33.29064106
VA,Fluvanna,51065,37.4,40.1635476
SD,Gregory,46053,37.8,40.59310425
KY,Simpson,21213,39.3,42.20394173
MI,Alcona,26001,35.7,38.3379318
NY,Genesee,36037,39.8,42.74088755
AL,Franklin,1059,39.1,41.9891634
TN,Giles,47055,33.8,36.29753767
ND,Golden Valley,38033,38.6,41.45221757
OR,Hood River,41027,31.3,33.61280855
CA,Orange,6059,25.4,27.27684783
MO,Barton,29011,42.8,45.96256249
VA,Virginia Beach,51810,31.5,33.82758688
OR,Tillamook,41057,31.5,33.82758688
MS,Coahoma,28027,50.4,54.12413901
GA,Lee,13177,35.4,38.0157643
KS,Greeley,20071,39.2,42.09655256
NC,McDowell,37111,35,37.58620764
GA,Murray,13213,35.9,38.55271013
MS,Simpson,28127,44.4,47.68078912
MI,Presque Isle,26141,37.7,40.48571509
IN,Orange,18117,37.9,40.70049342
NE,Buffalo,31019,38.2,41.02266091
UT,Rich,49033,33.5,35.97537017
SC,Berkeley,45015,39.9,42.84827671
NE,Madison,31119,36.3,38.98226678
ND,Ransom,38073,37.3,40.05615843
OH,Ottawa,39123,37.4,40.1635476
WI,Jefferson,55055,33.3,35.76059184
NM,Los Alamos,35028,26.7,28.67290697
MS,Montgomery,28097,45,48.32512411
OH,Lorain,39093,37.4,40.1635476
MN,Pipestone,27117,36.6,39.30443428
WV,Braxton,54007,41.1,44.13694669
GA,Fayette,13113,29.5,31.67980358
NC,Chowan,37041,38.8,41.6669959
UT,Daggett,49009,34.6,37.15665098
KY,Hardin,21093,42.1,45.21083834
KY,Wayne,21231,43.1,46.28472998
VA,Prince William,51153,36.3,38.98226678
MT,Park,30067,28.3,30.39113361
FL,Alachua,12001,,
FL,St. Lucie,12111,,
PA,Chester,42029,31.8,34.14975437
MS,DeSoto,28033,41,44.02955752
TN,Dyer,47045,34.6,37.15665098
OR,Sherman,41055,33.6,36.08275934
IL,Franklin,17055,39.5,42.41872005
CA,Modoc,6049,32.7,35.11625686
IL,Lawrence,17101,37.7,40.48571509
CO,Chaffee,8015,24.8,26.63251284
VA,Montgomery,51121,28.6,30.7133011
LA,Iberia,22045,43.3,46.49950831
IA,Howard,19089,35.1,37.69359681
NY,Nassau,36059,27.2,29.2098528
NY,Orange,36071,35,37.58620764
OH,Tuscarawas,39157,39.6,42.52610922
AZ,Navajo,4017,38,40.80788258
CA,Tehama,6103,34,36.512316
VA,Fairfax City,51600,28.7,30.82069027
NC,Transylvania,37175,33.8,36.29753767
AR,Clark,5019,39.4,42.31133089
LA,Plaquemines,22075,40.4,43.38522254
KS,Kiowa,20097,34.1,36.61970516
PA,Montour,42093,33.6,36.08275934
MN,St. Louis,27137,33.7,36.1901485
FL,Hillsborough,12057,,
ID,Gem,16045,32,34.3645327
PA,Butler,42019,32.2,34.57931103
TX,Borden,48033,32.8,35.22364602
ND,Slope,38087,37.6,40.37832593
NC,Pasquotank,37139,37.1,39.8413801
TX,Camp,48063,39.6,42.52610922
IA,Cerro Gordo,19033,35.3,37.90837514
AK,Lake and Peninsula,2164,40.3,43.27783337
WI,Ozaukee,55089,28.1,30.17635528
MO,Schuyler,29197,42,45.10344917
FL,Lafayette,12067,,
SC,Edgefield,45037,36.9,39.62660177
KS,Reno,20155,41.4,44.45911418
TX,Zavala,48507,44,47.25123247
MI,Marquette,26103,32.7,35.11625686
OH,Guernsey,39059,44.4,47.68078912
KY,Johnson,21115,37.9,40.70049342
IA,Emmet,19063,39,41.88177423
ND,McKenzie,38053,37.1,39.8413801
GA,Lumpkin,13187,31.6,33.93497604
IL,Calhoun,17013,34.7,37.26404015
TN,Smith,47159,37.5,40.27093676
KS,Stafford,20185,39.6,42.52610922
IN,Ripley,18137,38.6,41.45221757
WA,Franklin,53021,36.5,39.19704511
NY,Erie,36029,34.7,37.26404015
OH,Columbiana,39029,45.5,48.86206994
LA,Union,22111,41.9,44.99606001
GA,Berrien,13019,38.1,40.91527175
SD,Brookings,46011,30.1,32.32413857
TN,Carroll,47017,36.9,39.62660177
NC,Graham,37075,35.7,38.3379318
WI,Forest,55041,39.7,42.63349838
MN,Red Lake,27125,38.4,41.23743924
CO,Larimer,8069,24,25.77339953
TX,Hale,48189,40.8,43.8147792
VA,Brunswick,51025,43.9,47.1438433
PA,Lawrence,42073,36.1,38.76748845
VA,Halifax,51083,43.7,46.92906497
AL,Tallapoosa,1123,41.2,44.24433585
IL,Jackson,17077,33.6,36.08275934
NC,Avery,37011,36.4,39.08965595
IA,Union,19175,37.2,39.94876927
IL,White,17193,38.9,41.77438507
IN,Jasper,18073,34.5,37.04926182
CA,San Benito,6069,31.1,33.39803022
MS,Marion,28091,42.9,46.06995165
IA,Polk,19153,35.9,38.55271013
NY,Washington,36115,34.9,37.47881848
TN,Wilson,47189,31.8,34.14975437
NM,Bernalillo,35001,31.3,33.61280855
KY,Marshall,21157,37.5,40.27093676
TX,Atascosa,48013,40,42.95566588
LA,Beauregard,22011,40.1,43.06305504
AR,Desha,5041,45.1,48.43251328
SD,Turner,46125,34.6,37.15665098
SD,Butte,46019,37.9,40.70049342
WA,Pend Oreille,53051,33.2,35.65320268
MN,Wadena,27159,40.4,43.38522254
TX,Wise,48497,37,39.73399094
GA,Ben Hill,13017,43.9,47.1438433
MO,Hickory,29085,37.5,40.27093676
OK,Blaine,40011,41.9,44.99606001
AK,Petersburg,2195,31,33.29064106
AR,Drew,5043,40.2,43.17044421
IL,Menard,17129,35.8,38.44532096
ND,Divide,38023,39.2,42.09655256
KY,Barren,21009,42.2,45.3182275
OR,Washington,41067,31.4,33.72019771
GA,Charlton,13049,42.5,45.640395
MN,Itasca,27061,40.5,43.4926117
KS,Wallace,20199,37.1,39.8413801
PA,McKean,42083,36.9,39.62660177
TX,Hunt,48231,40.3,43.27783337
MS,Jefferson,28063,46.9,50.36551824
AR,Boone,5009,39,41.88177423
OH,Muskingum,39119,44.6,47.89556745
TX,Travis,48453,28.4,30.49852277
CA,Yolo,6113,25.8,27.70640449
MS,Attala,28007,42.9,46.06995165
NC,Lee,37105,39.1,41.9891634
GA,Dade,13083,34.6,37.15665098
UT,Washington,49053,31.6,33.93497604
WA,Garfield,53023,40.4,43.38522254
AL,Baldwin,1003,37.4,40.1635476
KY,Trigg,21221,41.8,44.88867084
MI,Berrien,26021,37,39.73399094
CO,Elbert,8039,23.7,25.45123203
IA,Lyon,19119,36.8,39.51921261
SD,Hanson,46061,36.3,38.98226678
OK,Ellis,40045,39.2,42.09655256
MO,Gentry,29075,36,38.66009929
GA,Randolph,13243,47.7,51.22463156
GA,Treutlen,13283,42.5,45.640395
CT,Middlesex,9007,31,33.29064106
AK,Denali,2068,28.7,30.82069027
TX,Reeves,48389,42.2,45.3182275
OK,Washington,40147,41.3,44.35172502
NE,Harlan,31083,35.9,38.55271013
CA,Madera,6039,35.7,38.3379318
TX,Dickens,48125,38.2,41.02266091
WA,Skagit,53057,29.7,31.89458191
VA,Northumberland,51133,37.2,39.94876927
NC,Stokes,37169,36.2,38.87487762
MO,Phelps,29161,38.2,41.02266091
TX,Washington,48477,35.8,38.44532096
NY,Ontario,36069,36,38.66009929
WA,Adams,53001,38.7,41.55960674
MT,Valley,30105,36.1,38.76748845
KY,Mason,21161,37.7,40.48571509
MT,Carter,30011,34.3,36.83448349
VA,Covington,51580,39.9,42.84827671
ND,Hettinger,38041,40.9,43.92216836
WI,Portage,55097,30.9,33.18325189
CO,Park,8093,25.8,27.70640449
WV,Jefferson,54037,36.8,39.51921261
MD,Howard,24027,28,30.06896611
CA,Siskiyou,6093,32.6,35.00886769
GA,Grady,13131,40.4,43.38522254
AL,Butler,1013,41.6,44.67389251
CO,Archuleta,8007,24.9,26.73990201
AL,Talladega,1121,42.1,45.21083834
AR,Bradley,5011,42.2,45.3182275
GA,Seminole,13253,36.9,39.62660177
KS,Linn,20107,38.2,41.02266091
GA,Elbert,13105,37.8,40.59310425
VA,Warren,51187,36.6,39.30443428
OK,Wagoner,40145,41.4,44.45911418
CO,Grand,8049,22.9,24.59211872
GA,Turner,13287,39.9,42.84827671
TX,Cottle,48101,40.5,43.4926117
MS,Lamar,28073,38.8,41.6669959
IL,Mercer,17131,36.6,39.30443428
GA,Worth,13321,37.7,40.48571509
TX,Jefferson,48245,38.7,41.55960674
KS,Greenwood,20073,40.9,43.92216836
AK,Matanuska-Susitna,2170,35.8,38.44532096
MI,St. Joseph,26149,38.5,41.34482841
CA,Kern,6029,36.4,39.08965595
MD,Carroll,24013,31.7,34.04236521
SD,Beadle,46005,36.9,39.62660177
OK,Jackson,40065,38.6,41.45221757
IN,Porter,18127,37.9,40.70049342
OH,Shelby,39149,41,44.02955752
IA,Clay,19041,37.1,39.8413801
MN,Freeborn,27047,36.2,38.87487762
OH,Ashtabula,39007,45.6,48.9694591
MS,Tate,28137,39.6,42.52610922
NC,Craven,37049,36.9,39.62660177
NE,Knox,31107,38.9,41.77438507
OH,Mahoning,39099,40.7,43.70739003
NJ,Hudson,34017,25.2,27.0620695
TX,Starr,48427,43.3,46.49950831
CA,Sacramento,6067,31.9,34.25714354
FL,Okaloosa,12091,,
MI,Van Buren,26159,37.4,40.1635476
OR,Marion,41047,37.1,39.8413801
PA,Pike,42103,39.1,41.9891634
PA,Washington,42125,33.9,36.40492683
WI,Burnett,55013,36.2,38.87487762
TX,Irion,48235,36.4,39.08965595
AZ,Greenlee,4011,31.1,33.39803022
OH,Jackson,39079,47,50.47290741
KY,McCreary,21147,44.8,48.11034578
NE,Sherman,31163,40.5,43.4926117
TN,Perry,47135,37.4,40.1635476
TX,Hansford,48195,38.6,41.45221757
UT,Kane,49025,31.4,33.72019771
TX,Kleberg,48273,37.6,40.37832593
NH,Coos,33007,36.2,38.87487762
VA,Spotsylvania,51177,36.3,38.98226678
IN,DeKalb,18033,37.8,40.59310425
NY,Putnam,36079,29.1,31.25024693
SD,Dewey,46041,44.6,47.89556745
OH,Cuyahoga,39035,34.5,37.04926182
TX,Wood,48499,37.3,40.05615843
ND,Cavalier,38019,39,41.88177423
MT,Powder River,30075,33.1,35.54581351
KY,Hopkins,21107,41.3,44.35172502
NE,Saline,31151,43.1,46.28472998
IA,Bremer,19017,34.3,36.83448349
WV,Summers,54089,42,45.10344917
KY,Lawrence,21127,42.5,45.640395
LA,St. Martin,22099,41.4,44.45911418
MI,Lake,26085,40.6,43.60000087
TN,Claiborne,47025,36.9,39.62660177
TX,Duval,48131,41.2,44.24433585
FL,Dixie,12029,,
TX,Palo Pinto,48363,39.1,41.9891634
PA,Crawford,42039,38.8,41.6669959
SD,Mellette,46095,43,46.17734082
MN,Stearns,27145,39.4,42.31133089
NC,Brunswick,37019,32.8,35.22364602
KS,Doniphan,20043,39.7,42.63349838
KS,Norton,20137,37.4,40.1635476
MA,Franklin,25011,28.1,30.17635528
KS,Bourbon,20011,40.1,43.06305504
IN,Marion,18097,37.1,39.8413801
KY,Pike,21195,43.8,47.03645414
SD,Ziebach,46137,47.7,51.22463156
TX,Shelby,48419,40.6,43.60000087
MN,Hubbard,27057,36.5,39.19704511
TX,Cherokee,48073,39.7,42.63349838
UT,Wayne,49055,31.7,34.04236521
PA,Bedford,42009,36.8,39.51921261
KY,Crittenden,21055,42.2,45.3182275
IN,Union,18161,38.3,41.13005008
KY,Harrison,21097,41.9,44.99606001
KS,Morris,20127,36.6,39.30443428
TX,Bosque,48035,35.4,38.0157643
MO,Franklin,29071,38.1,40.91527175
TX,Falls,48145,42.6,45.74778416
MN,Lincoln,27081,35.5,38.12315347
MO,Saline,29195,36.3,38.98226678
PA,Jefferson,42065,38.1,40.91527175
MI,Emmet,26047,32.8,35.22364602
CO,San Miguel,8113,25.8,27.70640449
CO,Delta,8029,27.2,29.2098528
LA,Calcasieu,22019,39.7,42.63349838
IA,Page,19145,42.5,45.640395
FL,Holmes,12059,,
MO,Ralls,29173,39.5,42.41872005
LA,West Baton Rouge,22121,42,45.10344917
AL,Fayette,1057,37.7,40.48571509
NE,Dakota,31043,40,42.95566588
OK,Alfalfa,40003,38.2,41.02266091
AL,Lauderdale,1077,37.1,39.8413801
MD,Baltimore City,24510,36.3,38.98226678
IL,Bond,17005,38.6,41.45221757
OK,Comanche,40031,44.3,47.57339996
AR,Montgomery,5097,37.6,40.37832593
WV,Mingo,54059,42.6,45.74778416
MO,Cass,29037,38.3,41.13005008
NV,Elko,32007,35.1,37.69359681
IA,Dubuque,19061,32.3,34.6867002
ID,Bonneville,16019,36.2,38.87487762
NE,Butler,31023,40.4,43.38522254
GA,Baldwin,13009,38.8,41.6669959
MO,Audrain,29007,42.5,45.640395
AK,Bethel,2050,42.8,45.96256249
GA,Cook,13075,38.5,41.34482841
WI,Grant,55043,32.7,35.11625686
CA,Colusa,6011,33.1,35.54581351
GA,Camden,13039,35.8,38.44532096
IL,Whiteside,17195,37.8,40.59310425
IL,Hardin,17069,37.6,40.37832593
VA,Martinsville,51690,44.7,48.00295662
GA,Dawson,13085,32.8,35.22364602
WY,Park,56029,29.4,31.57241442
NM,Socorro,35053,36.6,39.30443428
CO,Jefferson,8059,24.4,26.20295619
IN,White,18181,38.4,41.23743924
AL,Cullman,1043,37.9,40.70049342
MT,Hill,30041,33.4,35.86798101
MN,Otter Tail,27111,36.5,39.19704511
AR,Garland,5051,36.2,38.87487762
ND,Sheridan,38083,34.9,37.47881848
AR,Phillips,5107,42.8,45.96256249
WA,Stevens,53065,32.2,34.57931103
IA,Davis,19051,36.7,39.41182344
OK,Adair,40001,43.1,46.28472998
VA,Powhatan,51145,34.6,37.15665098
SD,Pennington,46103,35.8,38.44532096
IN,Hendricks,18063,34.3,36.83448349
TX,Archer,48009,36.2,38.87487762
SD,Hyde,46069,36,38.66009929
AL,Henry,1067,38.5,41.34482841
MI,Baraga,26013,38.9,41.77438507
ND,McHenry,38049,40.8,43.8147792
NY,Tompkins,36109,25.8,27.70640449
MO,Ozark,29153,40,42.95566588
WA,Clallam,53009,29.8,32.00197108
AK,Skagway,2230,34.4,36.94187265
MS,Grenada,28043,42.9,46.06995165
KS,Finney,20055,38.6,41.45221757
GA,Jeff Davis,13161,41.6,44.67389251
TN,Crockett,47033,37.2,39.94876927
TN,Hardin,47071,37.1,39.8413801
NC,Hyde,37095,39.8,42.74088755
CA,Santa Clara,6085,18.7,20.0817738
IA,Louisa,19115,40.7,43.70739003
TX,Victoria,48469,40.7,43.70739003
ID,Caribou,16029,32.6,35.00886769
GA,Madison,13195,37.4,40.1635476
VA,Loudoun,51107,30.6,32.8610844
KY,Gallatin,21077,39.7,42.63349838
CO,Broomfield,8014,26.1,28.02857199
NY,Chenango,36017,38.8,41.6669959
MT,Broadwater,30007,33.5,35.97537017
CA,Glenn,6021,31.5,33.82758688
FL,Marion,12083,,
MN,Murray,27101,34.8,37.37142931
TX,Hays,48209,29.4,31.57241442
AL,Wilcox,1131,47.9,51.43940989
TX,Limestone,48293,39.2,42.09655256
NC,Davie,37059,35.1,37.69359681
TN,Blount,47009,32.5,34.90147853
TN,Lauderdale,47097,41.5,44.56650335
NC,Robeson,37155,44.3,47.57339996
WI,Oconto,55083,39.1,41.9891634
IA,Wapello,19179,40.3,43.27783337
IA,Marion,19125,36.3,38.98226678
TX,Lamb,48279,39.9,42.84827671
MO,New Madrid,29143,46.9,50.36551824
SC,Darlington,45031,41.1,44.13694669
GA,Douglas,13097,36.2,38.87487762
VT,Windsor,50027,30.4,32.64630607
WY,Sublette,56035,25.6,27.49162616
WI,Eau Claire,55035,30.5,32.75369523
AZ,Apache,4001,37.4,40.1635476
FL,Citrus,12017,,
ME,Androscoggin,23001,35.7,38.3379318
VA,Lee,51105,42.6,45.74778416
NC,Mitchell,37121,34.4,36.94187265
NY,Westchester,36119,27.5,29.53202029
MI,Ogemaw,26129,38.4,41.23743924
IL,Moultrie,17139,34.9,37.47881848
NE,Furnas,31065,40.6,43.60000087
MS,Perry,28111,41.1,44.13694669
OH,Franklin,39049,35.7,38.3379318
NM,Sandoval,35043,34.9,37.47881848
MT,Liberty,30051,36.9,39.62660177
ID,Lincoln,16063,33.1,35.54581351
OK,Stephens,40137,40.9,43.92216836
TX,Gillespie,48171,33.5,35.97537017
GA,Terrell,13273,43.5,46.71428664
IA,Hancock,19081,36.1,38.76748845
KS,Allen,20001,41.1,44.13694669
OK,Marshall,40095,39.8,42.74088755
LA,St. Helena,22091,42.8,45.96256249
GA,Heard,13149,36.4,39.08965595
NY,Chemung,36015,36.3,38.98226678
NJ,Monmouth,34025,27.2,29.2098528
OK,Murray,40099,41.1,44.13694669
GA,Muscogee,13215,40.3,43.27783337
MD,Queen Anne's,24035,35.4,38.0157643
NE,Antelope,31003,35.9,38.55271013
KY,Monroe,21171,40.5,43.4926117
KY,Fayette,21067,34.5,37.04926182
SC,Cherokee,45021,38.6,41.45221757
OR,Columbia,41009,33.1,35.54581351
WV,Pendleton,54071,41.5,44.56650335
WI,Barron,55005,36,38.66009929
SC,Lancaster,45057,33.2,35.65320268
IL,Shelby,17173,36.1,38.76748845
MD,Anne Arundel,24003,35.9,38.55271013
MS,Bolivar,28011,44.5,47.78817829
TX,Brooks,48047,43.8,47.03645414
SC,Kershaw,45055,35.8,38.44532096
RI,Kent,44003,30,32.21674941
HI,Maui,15009,24.2,25.98817786
LA,Concordia,22029,45,48.32512411
TN,Moore,47127,34.9,37.47881848
MI,Macomb,26099,37.8,40.59310425
TX,Sutton,48435,39.2,42.09655256
MT,Phillips,30071,37.3,40.05615843
MN,Traverse,27155,37.2,39.94876927
OR,Lane,41039,34.1,36.61970516
OH,Putnam,39137,36.1,38.76748845
MI,Montmorency,26119,36.6,39.30443428
WV,Raleigh,54081,40,42.95566588
NE,Thomas,31171,36.7,39.41182344
NC,Cherokee,37039,38.1,40.91527175
IA,Jones,19105,42.8,45.96256249
FL,Bradford,12007,,
KS,Scott,20171,39.2,42.09655256
KY,Campbell,21037,34.9,37.47881848
CO,Mineral,8079,23.6,25.34384287
CA,San Francisco,6075,18.8,20.18916296
KY,Union,21225,39,41.88177423
MS,Adams,28001,44.5,47.78817829
MN,Martin,27091,36.8,39.51921261
PA,Adams,42001,36.6,39.30443428
MN,Koochiching,27071,35.5,38.12315347
NC,Hertford,37091,42.9,46.06995165
GA,Tattnall,13267,42.4,45.53300583
WI,Sawyer,55113,36,38.66009929
MO,Warren,29219,41.4,44.45911418
IN,Lake,18089,41.1,44.13694669
PA,Somerset,42111,39.3,42.20394173
IL,Woodford,17203,33.8,36.29753767
KY,Pendleton,21191,39,41.88177423
TN,Polk,47139,38.1,40.91527175
MI,Allegan,26005,38.5,41.34482841
NC,Warren,37185,43.1,46.28472998
IA,Story,19169,28.7,30.82069027
OK,Grady,40051,38.5,41.34482841
VA,Charlotte,51037,42.5,45.640395
LA,LaSalle,22059,38.4,41.23743924
OH,Sandusky,39143,42.2,45.3182275
NV,Washoe,32031,28.2,30.28374444
TN,Union,47173,38.2,41.02266091
OH,Montgomery,39113,40.2,43.17044421
MI,Kalamazoo,26077,33.5,35.97537017
NY,Jefferson,36045,36.5,39.19704511
NH,Rockingham,33015,29,31.14285776
MI,Grand Traverse,26055,29.9,32.10936024
WY,Campbell,56005,36.3,38.98226678
VA,Roanoke City,51770,41,44.02955752
WA,Whatcom,53073,24.5,26.31034535
DE,Kent,10001,40.9,43.92216836
SD,Corson,46031,43.3,46.49950831
IL,McDonough,17109,35.8,38.44532096
KS,Meade,20119,39.4,42.31133089
MO,Johnson,29101,33.4,35.86798101
NJ,Union,34039,28.6,30.7133011
KY,Christian,21047,37,39.73399094
NC,Moore,37125,32,34.3645327
TX,Maverick,48323,42.2,45.3182275
NM,Eddy,35015,38.2,41.02266091
AR,Marion,5089,37.4,40.1635476
IL,De Witt,17039,37.5,40.27093676
VA,Rappahannock,51157,34.6,37.15665098
VA,Chesterfield,51041,36.2,38.87487762
SC,Sumter,45085,41.4,44.45911418
WA,Klickitat,53039,31,33.29064106
LA,Bossier,22015,37.6,40.37832593
KY,Logan,21141,41.5,44.56650335
KY,Whitley,21235,41.4,44.45911418
TX,Pecos,48371,41.3,44.35172502
NC,Rowan,37159,38.9,41.77438507
MA,Nantucket,25019,28,30.06896611
NY,Monroe,36055,31.8,34.14975437
IN,Greene,18055,37.4,40.1635476
KS,Smith,20183,37.1,39.8413801
TX,Montague,48337,36.1,38.76748845
MO,Camden,29029,37.3,40.05615843
AL,Cherokee,1019,38,40.80788258
MO,Stone,29209,41.2,44.24433585
KY,Rowan,21205,38.2,41.02266091
CA,Alpine,6003,29.1,31.25024693
TN,Stewart,47161,34.7,37.26404015
MO,Lincoln,29113,43.6,46.82167581
KY,Breathitt,21025,40.1,43.06305504
GA,Appling,13001,38.9,41.77438507
NY,Seneca,36099,38.2,41.02266091
TX,San Augustine,48405,40,42.95566588
TX,Hidalgo,48215,43.8,47.03645414
AL,Pickens,1107,44.9,48.21773495
LA,Jackson,22049,44,47.25123247
TX,Rusk,48401,38.2,41.02266091
NE,Nuckolls,31129,37.3,40.05615843
FL,Leon,12073,,
VA,Grayson,51077,36.5,39.19704511
TX,Bell,48027,39.6,42.52610922
AR,Pope,5115,37.4,40.1635476
WI,Wood,55141,35,37.58620764
WI,Kewaunee,55061,35.1,37.69359681
ID,Twin Falls,16083,34.6,37.15665098
AR,Hot Spring,5059,35.7,38.3379318
IA,Ringgold,19159,38.1,40.91527175
IL,Coles,17029,33.8,36.29753767
NV,Lander,32015,35.5,38.12315347
IN,Warren,18171,38.8,41.6669959
TX,Hudspeth,48229,44.5,47.78817829
GA,Cobb,13067,30.1,32.32413857
LA,Avoyelles,22009,43,46.17734082
PA,Elk,42047,35,37.58620764
GA,Pickens,13227,31.1,33.39803022
WV,Doddridge,54017,39.6,42.52610922
KS,Washington,20201,41.4,44.45911418
WI,Dane,55025,27.3,29.31724196
WI,Menominee,55078,41.8,44.88867084
WV,Marshall,54051,40.6,43.60000087
IA,Monroe,19135,37.7,40.48571509
MN,Watonwan,27165,35.9,38.55271013
AZ,Santa Cruz,4023,34.9,37.47881848
FL,Charlotte,12015,,
GA,Jones,13169,37,39.73399094
CO,Conejos,8021,30.2,32.43152774
TN,Hamblen,47063,38.5,41.34482841
MO,Boone,29019,31.4,33.72019771
UT,Sevier,49041,36.9,39.62660177
NE,Dundy,31057,39.8,42.74088755
IA,Winnebago,19189,37.3,40.05615843
MN,Clearwater,27029,37.2,39.94876927
LA,St. James,22093,39.3,42.20394173
WY,Washakie,56043,33.5,35.97537017
VA,Mathews,51115,36.6,39.30443428
KY,Fleming,21069,39.6,42.52610922
ND,Oliver,38065,36.9,39.62660177
GA,Mitchell,13205,42.3,45.42561667
MN,Meeker,27093,33.6,36.08275934
AR,Cleveland,5025,40.5,43.4926117
NC,Pitt,37147,39,41.88177423
NC,Jones,37103,40.1,43.06305504
CA,San Joaquin,6077,33.3,35.76059184
NE,Blaine,31009,37.6,40.37832593
WV,Clay,54015,45.3,48.64729161
SC,Beaufort,45013,30.6,32.8610844
FL,Gadsden,12039,,
MI,Muskegon,26121,42.1,45.21083834
KS,Jewell,20089,40.6,43.60000087
AK,Haines,2100,33,35.43842435
ID,Bannock,16005,37.7,40.48571509
IN,Newton,18111,36.9,39.62660177
TX,Childress,48075,37.2,39.94876927
VA,Bedford,51019,36,38.66009929
ME,Hancock,23009,28.8,30.92807943
WI,Pepin,55091,36.2,38.87487762
NE,Thayer,31169,38.1,40.91527175
CA,Contra Costa,6013,24.6,26.41773451
MS,Quitman,28119,48,51.54679905
GA,Washington,13303,42.8,45.96256249
IL,Piatt,17147,34.5,37.04926182
VA,King and Queen,51097,39.9,42.84827671
KS,Clark,20025,38.1,40.91527175
IL,Union,17181,36.7,39.41182344
SD,Spink,46115,35.6,38.23054263
KY,Meade,21163,38.8,41.6669959
GA,Liberty,13179,37,39.73399094
MS,Hancock,28045,37.6,40.37832593
RI,Bristol,44001,23.4,25.12906454
WV,Jackson,54035,43.4,46.60689748
TN,Gibson,47053,38.8,41.6669959
OH,Hocking,39073,44.2,47.4660108
IL,Kendall,17093,33.1,35.54581351
MS,Clay,28025,44.5,47.78817829
OK,Roger Mills,40129,40,42.95566588
GA,Towns,13281,31.2,33.50541938
NY,Dutchess,36027,31.8,34.14975437
IL,Jersey,17083,33.2,35.65320268
MO,Shannon,29203,42.2,45.3182275
NE,Hooker,31091,34.6,37.15665098
GA,Monroe,13207,37.5,40.27093676
TX,Gray,48179,39.7,42.63349838
WV,Putnam,54079,44.7,48.00295662
NC,Hoke,37093,39.4,42.31133089
NM,Lincoln,35027,31.7,34.04236521
NJ,Salem,34033,35.8,38.44532096
OK,Lincoln,40081,41,44.02955752
MD,Washington,24043,39.6,42.52610922
SC,McCormick,45065,35.5,38.12315347
OH,Pickaway,39129,42.4,45.53300583
ND,Towner,38095,38,40.80788258
MS,Madison,28089,36.3,38.98226678
MD,Kent,24029,33.4,35.86798101
ID,Power,16077,38.4,41.23743924
TX,Lavaca,48285,36.1,38.76748845
NY,Wyoming,36121,39.5,42.41872005
MT,Sheridan,30091,32.8,35.22364602
MT,Fergus,30027,32.1,34.47192187
WA,Pacific,53049,35.1,37.69359681
TN,Jackson,47087,36.9,39.62660177
TX,Johnson,48251,35.8,38.44532096
IL,Sangamon,17167,34.8,37.37142931
KY,Hancock,21091,37.5,40.27093676
KS,Rooks,20163,36.1,38.76748845
SC,Abbeville,45001,39.6,42.52610922
LA,Richland,22083,42.9,46.06995165
HI,Hawaii,15001,27.1,29.10246363
NE,Wayne,31179,35.2,37.80098597
CA,Mono,6051,29.8,32.00197108
IN,Cass,18017,40,42.95566588
UT,Carbon,49007,38.7,41.55960674
AK,Yukon-Koyukuk,2290,37.5,40.27093676
MS,Forrest,28035,38.8,41.6669959
IL,Ford,17053,36.8,39.51921261
IA,Iowa,19095,37.4,40.1635476
NM,Taos,35055,30.5,32.75369523
WA,Island,53029,30.2,32.43152774
MN,Carver,27019,31.9,34.25714354
PA,Lycoming,42081,36.6,39.30443428
GA,Banks,13011,33.5,35.97537017
LA,Acadia,22001,39.5,42.41872005
IL,Lee,17103,37.1,39.8413801
NJ,Bergen,34003,25.4,27.27684783
MI,Huron,26063,38.7,41.55960674
KY,Ballard,21007,40.6,43.60000087
TN,Dickson,47043,37.1,39.8413801
VA,Hopewell,51670,45.4,48.75468077
OH,Vinton,39163,43.1,46.28472998
MO,Sullivan,29211,44,47.25123247
KY,Shelby,21211,36.6,39.30443428
KS,Thomas,20193,37,39.73399094
IN,Benton,18007,41.5,44.56650335
GA,Stewart,13259,42.7,45.85517332
LA,Ouachita,22073,36.9,39.62660177
MI,Clare,26035,37.7,40.48571509
TN,Wayne,47181,37.2,39.94876927
TX,Bee,48025,40.8,43.8147792
MI,Ontonagon,26131,38.5,41.34482841
WY,Fremont,56013,32.7,35.11625686
TX,Marion,48315,39.8,42.74088755
MS,Neshoba,28099,43.4,46.60689748
IN,Johnson,18081,39.6,42.52610922
